played_at_utc,track_name,artist_name,ms_played,genre_bucket
2025-12-21T11:38:00Z,Sheikh Chilli,Raftaar,188754,Mellow/Rock/Hip-Hop
2025-12-21T12:46:00Z,Everything In Its Right Place,Radiohead,204733,Mellow/Rock/Hip-Hop
2025-12-21T23:49:00Z,Nude,Radiohead,231497,Mellow/Rock/Hip-Hop
2025-12-22T13:23:00Z,Suno,Prabh Deep,239532,Mellow/Rock/Hip-Hop
2025-12-22T14:34:00Z,Suno,Prabh Deep,152696,Mellow/Rock/Hip-Hop
2025-12-22T21:39:00Z,Holocene,Bon Iver,164692,Mellow/Rock/Hip-Hop
2025-12-23T09:58:00Z,Namastute,Seedhe Maut,148205,Mellow/Rock/Hip-Hop
2025-12-23T10:18:00Z,Rap Meri Jaan,KR$NA,111987,Mellow/Rock/Hip-Hop
2025-12-23T11:55:00Z,Holocene,Bon Iver,155536,Mellow/Rock/Hip-Hop
2025-12-23T18:35:00Z,Heroes,Alesso,116893,EDM/Dance
2025-12-23T21:57:00Z,Fake Empire,The National,224572,Mellow/Rock/Hip-Hop
2025-12-23T23:33:00Z,Namastute,Seedhe Maut,199749,Mellow/Rock/Hip-Hop
2025-12-24T08:18:00Z,Everything In Its Right Place,Radiohead,213851,Mellow/Rock/Hip-Hop
2025-12-24T10:53:00Z,Mumbai 10,Divine,177894,Mellow/Rock/Hip-Hop
2025-12-24T15:13:00Z,Weird Fishes/Arpeggi,Radiohead,129195,Mellow/Rock/Hip-Hop
2025-12-24T16:07:00Z,Holocene,Bon Iver,102517,Mellow/Rock/Hip-Hop
2025-12-24T19:05:00Z,Holocene,Bon Iver,188281,Mellow/Rock/Hip-Hop
2025-12-24T20:03:00Z,Weird Fishes/Arpeggi,Radiohead,193928,Mellow/Rock/Hip-Hop
2025-12-24T21:04:00Z,Sheikh Chilli,Raftaar,119060,Mellow/Rock/Hip-Hop
2025-12-24T22:28:00Z,Everything In Its Right Place,Radiohead,91376,Mellow/Rock/Hip-Hop
2025-12-24T23:27:00Z,Sheikh Chilli,Raftaar,119146,Mellow/Rock/Hip-Hop
2025-12-25T07:24:00Z,Rap Meri Jaan,KR$NA,213243,Mellow/Rock/Hip-Hop
2025-12-25T09:33:00Z,Mumbai 10,Divine,232627,Mellow/Rock/Hip-Hop
2025-12-25T11:02:00Z,Mumbai 10,Divine,182353,Mellow/Rock/Hip-Hop
2025-12-25T12:42:00Z,Namastute,Seedhe Maut,112443,Mellow/Rock/Hip-Hop
2025-12-25T18:15:00Z,Nude,Radiohead,117174,Mellow/Rock/Hip-Hop
2025-12-25T18:16:00Z,Never Sleep Alone,Kaskade,94257,EDM/Dance
2025-12-25T20:00:00Z,Fake Empire,The National,182488,Mellow/Rock/Hip-Hop
2025-12-25T21:44:00Z,Everything In Its Right Place,Radiohead,215444,Mellow/Rock/Hip-Hop
2025-12-25T23:36:00Z,Weird Fishes/Arpeggi,Radiohead,153422,Mellow/Rock/Hip-Hop
2025-12-26T08:18:00Z,Suno,Prabh Deep,142845,Mellow/Rock/Hip-Hop
2025-12-26T08:20:00Z,Clarity,Zedd,171284,EDM/Dance
2025-12-26T15:07:00Z,Mumbai 10,Divine,186474,Mellow/Rock/Hip-Hop
2025-12-26T15:51:00Z,Rap Meri Jaan,KR$NA,111656,Mellow/Rock/Hip-Hop
2025-12-26T16:22:00Z,Holocene,Bon Iver,102531,Mellow/Rock/Hip-Hop
2025-12-26T21:57:00Z,Namastute,Seedhe Maut,191356,Mellow/Rock/Hip-Hop
2025-12-26T22:16:00Z,Rap Meri Jaan,KR$NA,99599,Mellow/Rock/Hip-Hop
2025-12-26T22:44:00Z,Everything In Its Right Place,Radiohead,220422,Mellow/Rock/Hip-Hop
2025-12-27T16:20:00Z,Everything In Its Right Place,Radiohead,116895,Mellow/Rock/Hip-Hop
2025-12-27T16:28:00Z,Never Be Like You,Flume,201703,EDM/Dance
2025-12-27T18:24:00Z,Losing It,Fisher,238699,EDM/Dance
2025-12-27T18:28:00Z,Suno,Prabh Deep,101103,Mellow/Rock/Hip-Hop
2025-12-27T18:32:00Z,Never Sleep Alone,Kaskade,131939,EDM/Dance
2025-12-27T20:17:00Z,Mumbai 10,Divine,105036,Mellow/Rock/Hip-Hop
2025-12-27T21:02:00Z,Everything In Its Right Place,Radiohead,123090,Mellow/Rock/Hip-Hop
2025-12-27T21:23:00Z,Line Of Sight,ODESZA,187521,EDM/Dance
2025-12-28T09:28:00Z,Everything In Its Right Place,Radiohead,135260,Mellow/Rock/Hip-Hop
2025-12-28T09:51:00Z,Suno,Prabh Deep,173778,Mellow/Rock/Hip-Hop
2025-12-28T10:01:00Z,Holocene,Bon Iver,138771,Mellow/Rock/Hip-Hop
2025-12-28T10:16:00Z,Namastute,Seedhe Maut,158233,Mellow/Rock/Hip-Hop
2025-12-28T16:44:00Z,Holocene,Bon Iver,218765,Mellow/Rock/Hip-Hop
2025-12-28T18:25:00Z,Rap Meri Jaan,KR$NA,172414,Mellow/Rock/Hip-Hop
2025-12-29T09:19:00Z,Beautiful Creatures,Illenium,194375,EDM/Dance
2025-12-29T11:15:00Z,Clarity,Zedd,219504,EDM/Dance
2025-12-29T11:20:00Z,Nude,Radiohead,109441,Mellow/Rock/Hip-Hop
2025-12-29T16:57:00Z,Alone,Marshmello,168631,EDM/Dance
2025-12-29T18:08:00Z,Rap Meri Jaan,KR$NA,234520,Mellow/Rock/Hip-Hop
2025-12-29T18:29:00Z,Alone,Marshmello,234610,EDM/Dance
2025-12-29T18:32:00Z,Everything In Its Right Place,Radiohead,148783,Mellow/Rock/Hip-Hop
2025-12-29T23:26:00Z,Suno,Prabh Deep,197330,Mellow/Rock/Hip-Hop
2025-12-30T08:52:00Z,Sheikh Chilli,Raftaar,97437,Mellow/Rock/Hip-Hop
2025-12-30T09:32:00Z,Fake Empire,The National,134206,Mellow/Rock/Hip-Hop
2025-12-30T11:10:00Z,Sheikh Chilli,Raftaar,178504,Mellow/Rock/Hip-Hop
2025-12-30T11:19:00Z,Rap Meri Jaan,KR$NA,133163,Mellow/Rock/Hip-Hop
2025-12-30T13:40:00Z,Fake Empire,The National,234399,Mellow/Rock/Hip-Hop
2025-12-30T15:41:00Z,Strobe,Deadmau5,145262,EDM/Dance
2025-12-30T18:33:00Z,Holocene,Bon Iver,164461,Mellow/Rock/Hip-Hop
2025-12-30T20:32:00Z,Everything In Its Right Place,Radiohead,104526,Mellow/Rock/Hip-Hop
2025-12-31T08:10:00Z,Nude,Radiohead,205239,Mellow/Rock/Hip-Hop
2025-12-31T10:20:00Z,Rap Meri Jaan,KR$NA,153370,Mellow/Rock/Hip-Hop
2025-12-31T13:21:00Z,Suno,Prabh Deep,127661,Mellow/Rock/Hip-Hop
2025-12-31T17:59:00Z,Everything In Its Right Place,Radiohead,171976,Mellow/Rock/Hip-Hop
2025-12-31T18:25:00Z,Mumbai 10,Divine,124279,Mellow/Rock/Hip-Hop
2025-12-31T19:55:00Z,Never Be Like You,Flume,199611,EDM/Dance
2025-12-31T21:15:00Z,Fake Empire,The National,126930,Mellow/Rock/Hip-Hop
2025-12-31T22:15:00Z,Fake Empire,The National,196454,Mellow/Rock/Hip-Hop
2025-12-31T22:56:00Z,Weird Fishes/Arpeggi,Radiohead,233019,Mellow/Rock/Hip-Hop
2026-01-01T18:03:00Z,Holocene,Bon Iver,103248,Mellow/Rock/Hip-Hop
2026-01-01T19:32:00Z,Nude,Radiohead,209860,Mellow/Rock/Hip-Hop
2026-01-01T21:31:00Z,Rap Meri Jaan,KR$NA,170882,Mellow/Rock/Hip-Hop
2026-01-01T22:18:00Z,Sheikh Chilli,Raftaar,230690,Mellow/Rock/Hip-Hop
2026-01-02T08:36:00Z,Namastute,Seedhe Maut,237276,Mellow/Rock/Hip-Hop
2026-01-02T16:04:00Z,Rap Meri Jaan,KR$NA,191279,Mellow/Rock/Hip-Hop
2026-01-02T18:48:00Z,Fake Empire,The National,195710,Mellow/Rock/Hip-Hop
2026-01-03T10:08:00Z,Sheikh Chilli,Raftaar,115344,Mellow/Rock/Hip-Hop
2026-01-03T12:25:00Z,Mumbai 10,Divine,168442,Mellow/Rock/Hip-Hop
2026-01-03T17:51:00Z,Line Of Sight,ODESZA,214189,EDM/Dance
2026-01-03T18:48:00Z,Mumbai 10,Divine,127818,Mellow/Rock/Hip-Hop
2026-01-03T19:32:00Z,Rap Meri Jaan,KR$NA,100552,Mellow/Rock/Hip-Hop
2026-01-03T23:08:00Z,Everything In Its Right Place,Radiohead,175974,Mellow/Rock/Hip-Hop
2026-01-03T23:34:00Z,Rap Meri Jaan,KR$NA,218410,Mellow/Rock/Hip-Hop
2026-01-04T08:36:00Z,Clarity,Zedd,118808,EDM/Dance
2026-01-04T11:33:00Z,Weird Fishes/Arpeggi,Radiohead,144353,Mellow/Rock/Hip-Hop
2026-01-04T14:46:00Z,Fake Empire,The National,103462,Mellow/Rock/Hip-Hop
2026-01-04T16:50:00Z,Sheikh Chilli,Raftaar,96985,Mellow/Rock/Hip-Hop
2026-01-04T17:26:00Z,Suno,Prabh Deep,129696,Mellow/Rock/Hip-Hop
2026-01-04T18:21:00Z,Weird Fishes/Arpeggi,Radiohead,118732,Mellow/Rock/Hip-Hop
2026-01-04T20:32:00Z,Holocene,Bon Iver,213628,Mellow/Rock/Hip-Hop
2026-01-04T23:40:00Z,Everything In Its Right Place,Radiohead,189664,Mellow/Rock/Hip-Hop
2026-01-05T14:19:00Z,Fake Empire,The National,165760,Mellow/Rock/Hip-Hop
2026-01-05T16:07:00Z,Fake Empire,The National,232394,Mellow/Rock/Hip-Hop
2026-01-05T17:30:00Z,Suno,Prabh Deep,181436,Mellow/Rock/Hip-Hop
2026-01-05T17:34:00Z,Rap Meri Jaan,KR$NA,182874,Mellow/Rock/Hip-Hop
2026-01-05T18:49:00Z,Namastute,Seedhe Maut,128397,Mellow/Rock/Hip-Hop
2026-01-05T19:20:00Z,Rap Meri Jaan,KR$NA,135398,Mellow/Rock/Hip-Hop
2026-01-05T22:12:00Z,Fake Empire,The National,154623,Mellow/Rock/Hip-Hop
2026-01-06T13:12:00Z,Suno,Prabh Deep,231184,Mellow/Rock/Hip-Hop
2026-01-06T14:15:00Z,Sheikh Chilli,Raftaar,103307,Mellow/Rock/Hip-Hop
2026-01-06T14:40:00Z,Rap Meri Jaan,KR$NA,151036,Mellow/Rock/Hip-Hop
2026-01-06T15:08:00Z,Rap Meri Jaan,KR$NA,118633,Mellow/Rock/Hip-Hop
2026-01-06T18:59:00Z,Nude,Radiohead,205966,Mellow/Rock/Hip-Hop
2026-01-07T10:43:00Z,Suno,Prabh Deep,126036,Mellow/Rock/Hip-Hop
2026-01-07T12:26:00Z,Alone,Marshmello,214701,EDM/Dance
2026-01-07T16:20:00Z,Holocene,Bon Iver,164819,Mellow/Rock/Hip-Hop
2026-01-08T08:00:00Z,Fake Empire,The National,168221,Mellow/Rock/Hip-Hop
2026-01-08T14:34:00Z,Sheikh Chilli,Raftaar,99777,Mellow/Rock/Hip-Hop
2026-01-08T15:12:00Z,Suno,Prabh Deep,119529,Mellow/Rock/Hip-Hop
2026-01-08T15:45:00Z,Suno,Prabh Deep,138810,Mellow/Rock/Hip-Hop
2026-01-08T17:18:00Z,Nude,Radiohead,209104,Mellow/Rock/Hip-Hop
2026-01-08T19:50:00Z,Weird Fishes/Arpeggi,Radiohead,219861,Mellow/Rock/Hip-Hop
2026-01-08T20:56:00Z,Everything In Its Right Place,Radiohead,136081,Mellow/Rock/Hip-Hop
2026-01-08T23:31:00Z,Rap Meri Jaan,KR$NA,125179,Mellow/Rock/Hip-Hop
2026-01-09T11:30:00Z,Everything In Its Right Place,Radiohead,174830,Mellow/Rock/Hip-Hop
2026-01-09T13:11:00Z,Sheikh Chilli,Raftaar,196296,Mellow/Rock/Hip-Hop
2026-01-09T17:05:00Z,Rap Meri Jaan,KR$NA,195076,Mellow/Rock/Hip-Hop
2026-01-10T07:16:00Z,Sheikh Chilli,Raftaar,184254,Mellow/Rock/Hip-Hop
2026-01-10T10:29:00Z,Weird Fishes/Arpeggi,Radiohead,170427,Mellow/Rock/Hip-Hop
2026-01-10T15:21:00Z,Suno,Prabh Deep,169153,Mellow/Rock/Hip-Hop
2026-01-10T16:44:00Z,Rap Meri Jaan,KR$NA,120779,Mellow/Rock/Hip-Hop
2026-01-11T09:33:00Z,Sheikh Chilli,Raftaar,207112,Mellow/Rock/Hip-Hop
2026-01-11T09:58:00Z,Mumbai 10,Divine,237893,Mellow/Rock/Hip-Hop
2026-01-11T13:48:00Z,Rap Meri Jaan,KR$NA,154871,Mellow/Rock/Hip-Hop
2026-01-11T14:14:00Z,Sheikh Chilli,Raftaar,125014,Mellow/Rock/Hip-Hop
2026-01-11T18:26:00Z,Suno,Prabh Deep,233978,Mellow/Rock/Hip-Hop
2026-01-11T22:05:00Z,Sheikh Chilli,Raftaar,223791,Mellow/Rock/Hip-Hop
2026-01-11T23:12:00Z,Alone,Marshmello,230682,EDM/Dance
2026-01-11T23:28:00Z,Losing It,Fisher,120471,EDM/Dance
2026-01-12T09:34:00Z,Losing It,Fisher,105795,EDM/Dance
2026-01-12T13:37:00Z,Weird Fishes/Arpeggi,Radiohead,109144,Mellow/Rock/Hip-Hop
2026-01-12T16:46:00Z,Heroes,Alesso,95706,EDM/Dance
2026-01-12T20:23:00Z,Everything In Its Right Place,Radiohead,190264,Mellow/Rock/Hip-Hop
2026-01-12T20:29:00Z,Rap Meri Jaan,KR$NA,237825,Mellow/Rock/Hip-Hop
2026-01-12T22:02:00Z,Nude,Radiohead,165259,Mellow/Rock/Hip-Hop
2026-01-13T09:43:00Z,Namastute,Seedhe Maut,231374,Mellow/Rock/Hip-Hop
2026-01-13T10:11:00Z,Losing It,Fisher,230839,EDM/Dance
2026-01-13T13:59:00Z,Fake Empire,The National,119581,Mellow/Rock/Hip-Hop
2026-01-13T14:15:00Z,Namastute,Seedhe Maut,210750,Mellow/Rock/Hip-Hop
2026-01-13T14:53:00Z,Everything In Its Right Place,Radiohead,90910,Mellow/Rock/Hip-Hop
2026-01-13T21:43:00Z,Fake Empire,The National,232723,Mellow/Rock/Hip-Hop
2026-01-14T14:13:00Z,Weird Fishes/Arpeggi,Radiohead,107639,Mellow/Rock/Hip-Hop
2026-01-14T19:28:00Z,Weird Fishes/Arpeggi,Radiohead,151430,Mellow/Rock/Hip-Hop
2026-01-14T21:38:00Z,Animals,Martin Garrix,102760,EDM/Dance
2026-01-15T11:32:00Z,Weird Fishes/Arpeggi,Radiohead,165828,Mellow/Rock/Hip-Hop
2026-01-15T12:40:00Z,Weird Fishes/Arpeggi,Radiohead,201988,Mellow/Rock/Hip-Hop
2026-01-15T17:36:00Z,Sheikh Chilli,Raftaar,174060,Mellow/Rock/Hip-Hop
2026-01-15T18:41:00Z,Weird Fishes/Arpeggi,Radiohead,189917,Mellow/Rock/Hip-Hop
2026-01-15T20:26:00Z,Mumbai 10,Divine,129116,Mellow/Rock/Hip-Hop
2026-01-15T22:15:00Z,Everything In Its Right Place,Radiohead,149072,Mellow/Rock/Hip-Hop
2026-01-15T23:14:00Z,Everything In Its Right Place,Radiohead,198412,Mellow/Rock/Hip-Hop
2026-01-16T08:35:00Z,Heroes,Alesso,198180,EDM/Dance
2026-01-16T08:55:00Z,Never Sleep Alone,Kaskade,109079,EDM/Dance
2026-01-16T09:34:00Z,Mumbai 10,Divine,139933,Mellow/Rock/Hip-Hop
2026-01-16T17:41:00Z,Holocene,Bon Iver,110727,Mellow/Rock/Hip-Hop
2026-01-16T23:08:00Z,Rap Meri Jaan,KR$NA,191821,Mellow/Rock/Hip-Hop
2026-01-17T10:47:00Z,Holocene,Bon Iver,215546,Mellow/Rock/Hip-Hop
2026-01-17T13:25:00Z,Sheikh Chilli,Raftaar,152739,Mellow/Rock/Hip-Hop
2026-01-17T13:30:00Z,Rap Meri Jaan,KR$NA,144759,Mellow/Rock/Hip-Hop
2026-01-17T16:58:00Z,Mumbai 10,Divine,94019,Mellow/Rock/Hip-Hop
2026-01-18T13:23:00Z,Mumbai 10,Divine,172030,Mellow/Rock/Hip-Hop
2026-01-18T14:47:00Z,Sheikh Chilli,Raftaar,128252,Mellow/Rock/Hip-Hop
2026-01-18T15:48:00Z,Mumbai 10,Divine,218089,Mellow/Rock/Hip-Hop
2026-01-18T18:19:00Z,Suno,Prabh Deep,158566,Mellow/Rock/Hip-Hop
2026-01-18T19:36:00Z,Holocene,Bon Iver,154416,Mellow/Rock/Hip-Hop
2026-01-18T20:18:00Z,Alone,Marshmello,129953,EDM/Dance
2026-01-18T21:06:00Z,Suno,Prabh Deep,213074,Mellow/Rock/Hip-Hop
2026-01-19T07:26:00Z,Weird Fishes/Arpeggi,Radiohead,126042,Mellow/Rock/Hip-Hop
2026-01-19T09:45:00Z,Holocene,Bon Iver,129591,Mellow/Rock/Hip-Hop
2026-01-19T12:58:00Z,Suno,Prabh Deep,232117,Mellow/Rock/Hip-Hop
2026-01-19T18:10:00Z,Everything In Its Right Place,Radiohead,126689,Mellow/Rock/Hip-Hop
2026-01-19T20:00:00Z,Alone,Marshmello,94384,EDM/Dance
2026-01-19T21:23:00Z,Alone,Marshmello,105846,EDM/Dance
2026-01-19T22:42:00Z,Sheikh Chilli,Raftaar,217888,Mellow/Rock/Hip-Hop
2026-01-19T23:02:00Z,Weird Fishes/Arpeggi,Radiohead,109485,Mellow/Rock/Hip-Hop
2026-01-20T07:32:00Z,Fake Empire,The National,202872,Mellow/Rock/Hip-Hop
2026-01-20T09:25:00Z,Weird Fishes/Arpeggi,Radiohead,189421,Mellow/Rock/Hip-Hop
2026-01-20T10:58:00Z,Everything In Its Right Place,Radiohead,115248,Mellow/Rock/Hip-Hop
2026-01-20T13:39:00Z,Holocene,Bon Iver,228007,Mellow/Rock/Hip-Hop
2026-01-20T15:50:00Z,Mumbai 10,Divine,194044,Mellow/Rock/Hip-Hop
2026-01-20T16:43:00Z,Holocene,Bon Iver,111133,Mellow/Rock/Hip-Hop
2026-01-20T21:36:00Z,Never Sleep Alone,Kaskade,153755,EDM/Dance
2026-01-21T08:11:00Z,Sheikh Chilli,Raftaar,172440,Mellow/Rock/Hip-Hop
2026-01-21T09:43:00Z,Weird Fishes/Arpeggi,Radiohead,163498,Mellow/Rock/Hip-Hop
2026-01-21T10:57:00Z,Mumbai 10,Divine,228453,Mellow/Rock/Hip-Hop
2026-01-21T11:48:00Z,Clarity,Zedd,194410,EDM/Dance
2026-01-21T12:05:00Z,Animals,Martin Garrix,221034,EDM/Dance
2026-01-21T13:57:00Z,Holocene,Bon Iver,238579,Mellow/Rock/Hip-Hop
2026-01-22T09:32:00Z,Everything In Its Right Place,Radiohead,180664,Mellow/Rock/Hip-Hop
2026-01-22T14:53:00Z,Never Sleep Alone,Kaskade,109927,EDM/Dance
2026-01-22T19:43:00Z,Sheikh Chilli,Raftaar,231705,Mellow/Rock/Hip-Hop
2026-01-23T15:09:00Z,Nude,Radiohead,189614,Mellow/Rock/Hip-Hop
2026-01-23T16:51:00Z,Strobe,Deadmau5,154605,EDM/Dance
2026-01-23T19:49:00Z,Sheikh Chilli,Raftaar,175557,Mellow/Rock/Hip-Hop
2026-01-23T20:11:00Z,Namastute,Seedhe Maut,189633,Mellow/Rock/Hip-Hop
2026-01-23T21:31:00Z,Never Be Like You,Flume,149805,EDM/Dance
2026-01-24T09:38:00Z,Alone,Marshmello,175047,EDM/Dance
2026-01-24T12:08:00Z,Namastute,Seedhe Maut,160495,Mellow/Rock/Hip-Hop
2026-01-24T12:27:00Z,Beautiful Creatures,Illenium,207661,EDM/Dance
2026-01-24T14:36:00Z,Rap Meri Jaan,KR$NA,226604,Mellow/Rock/Hip-Hop
2026-01-24T16:26:00Z,Weird Fishes/Arpeggi,Radiohead,191659,Mellow/Rock/Hip-Hop
2026-01-24T17:23:00Z,Never Sleep Alone,Kaskade,117931,EDM/Dance
2026-01-24T20:06:00Z,Rap Meri Jaan,KR$NA,96884,Mellow/Rock/Hip-Hop
2026-01-24T21:23:00Z,Never Be Like You,Flume,160717,EDM/Dance
2026-01-25T13:29:00Z,Suno,Prabh Deep,118042,Mellow/Rock/Hip-Hop
2026-01-25T18:16:00Z,Nude,Radiohead,154642,Mellow/Rock/Hip-Hop
2026-01-25T19:21:00Z,Weird Fishes/Arpeggi,Radiohead,189585,Mellow/Rock/Hip-Hop
2026-01-25T20:17:00Z,Everything In Its Right Place,Radiohead,200389,Mellow/Rock/Hip-Hop
2026-01-25T21:21:00Z,Mumbai 10,Divine,202883,Mellow/Rock/Hip-Hop
2026-01-26T11:19:00Z,Sheikh Chilli,Raftaar,174060,Mellow/Rock/Hip-Hop
2026-01-26T12:43:00Z,Rap Meri Jaan,KR$NA,234205,Mellow/Rock/Hip-Hop
2026-01-26T13:28:00Z,Heroes,Alesso,166370,EDM/Dance
2026-01-26T14:16:00Z,Never Be Like You,Flume,130407,EDM/Dance
2026-01-26T16:47:00Z,Mumbai 10,Divine,218714,Mellow/Rock/Hip-Hop
2026-01-26T17:24:00Z,Holocene,Bon Iver,163479,Mellow/Rock/Hip-Hop
2026-01-26T18:07:00Z,Namastute,Seedhe Maut,237810,Mellow/Rock/Hip-Hop
2026-01-26T20:43:00Z,Nude,Radiohead,220889,Mellow/Rock/Hip-Hop
2026-01-26T22:20:00Z,Holocene,Bon Iver,136566,Mellow/Rock/Hip-Hop
2026-01-27T08:50:00Z,Namastute,Seedhe Maut,184248,Mellow/Rock/Hip-Hop
2026-01-27T09:06:00Z,Rap Meri Jaan,KR$NA,155072,Mellow/Rock/Hip-Hop
2026-01-27T12:41:00Z,Mumbai 10,Divine,101612,Mellow/Rock/Hip-Hop
2026-01-27T14:28:00Z,Rap Meri Jaan,KR$NA,188073,Mellow/Rock/Hip-Hop
2026-01-27T15:14:00Z,Beautiful Creatures,Illenium,223870,EDM/Dance
2026-01-27T17:50:00Z,Namastute,Seedhe Maut,202841,Mellow/Rock/Hip-Hop
2026-01-27T22:37:00Z,Suno,Prabh Deep,195068,Mellow/Rock/Hip-Hop
2026-01-27T23:09:00Z,Sheikh Chilli,Raftaar,180431,Mellow/Rock/Hip-Hop
2026-01-28T10:53:00Z,Nude,Radiohead,127139,Mellow/Rock/Hip-Hop
2026-01-28T21:50:00Z,Mumbai 10,Divine,144229,Mellow/Rock/Hip-Hop
2026-01-28T22:06:00Z,Mumbai 10,Divine,204862,Mellow/Rock/Hip-Hop
2026-01-29T08:51:00Z,Fake Empire,The National,120168,Mellow/Rock/Hip-Hop
2026-01-29T10:43:00Z,Losing It,Fisher,133084,EDM/Dance
2026-01-29T12:23:00Z,Rap Meri Jaan,KR$NA,175454,Mellow/Rock/Hip-Hop
2026-01-29T12:40:00Z,Everything In Its Right Place,Radiohead,203281,Mellow/Rock/Hip-Hop
2026-01-29T13:17:00Z,Holocene,Bon Iver,106400,Mellow/Rock/Hip-Hop
2026-01-29T13:28:00Z,Sheikh Chilli,Raftaar,202604,Mellow/Rock/Hip-Hop
2026-01-29T20:29:00Z,Rap Meri Jaan,KR$NA,150779,Mellow/Rock/Hip-Hop
2026-01-29T23:11:00Z,Holocene,Bon Iver,234679,Mellow/Rock/Hip-Hop
2026-01-30T09:43:00Z,Sheikh Chilli,Raftaar,125113,Mellow/Rock/Hip-Hop
2026-01-30T12:52:00Z,Suno,Prabh Deep,167973,Mellow/Rock/Hip-Hop
2026-01-30T19:37:00Z,Sheikh Chilli,Raftaar,119945,Mellow/Rock/Hip-Hop
2026-01-30T23:40:00Z,Suno,Prabh Deep,172157,Mellow/Rock/Hip-Hop
2026-01-31T07:31:00Z,Mumbai 10,Divine,125791,Mellow/Rock/Hip-Hop
2026-01-31T11:36:00Z,Namastute,Seedhe Maut,190587,Mellow/Rock/Hip-Hop
2026-01-31T12:20:00Z,Everything In Its Right Place,Radiohead,208227,Mellow/Rock/Hip-Hop
2026-01-31T12:35:00Z,Suno,Prabh Deep,133742,Mellow/Rock/Hip-Hop
2026-01-31T18:44:00Z,Everything In Its Right Place,Radiohead,127056,Mellow/Rock/Hip-Hop
2026-02-01T12:49:00Z,Fake Empire,The National,209884,Mellow/Rock/Hip-Hop
2026-02-01T16:02:00Z,Holocene,Bon Iver,162051,Mellow/Rock/Hip-Hop
2026-02-01T22:10:00Z,Suno,Prabh Deep,111671,Mellow/Rock/Hip-Hop
2026-02-01T22:26:00Z,Rap Meri Jaan,KR$NA,218902,Mellow/Rock/Hip-Hop
2026-02-02T09:28:00Z,Mumbai 10,Divine,120772,Mellow/Rock/Hip-Hop
2026-02-02T13:27:00Z,Suno,Prabh Deep,116847,Mellow/Rock/Hip-Hop
2026-02-02T13:51:00Z,Holocene,Bon Iver,181915,Mellow/Rock/Hip-Hop
2026-02-02T16:55:00Z,Holocene,Bon Iver,98449,Mellow/Rock/Hip-Hop
2026-02-02T18:34:00Z,Rap Meri Jaan,KR$NA,100907,Mellow/Rock/Hip-Hop
2026-02-02T20:10:00Z,Sheikh Chilli,Raftaar,126499,Mellow/Rock/Hip-Hop
2026-02-02T23:07:00Z,Rap Meri Jaan,KR$NA,119938,Mellow/Rock/Hip-Hop
2026-02-03T08:17:00Z,Namastute,Seedhe Maut,123262,Mellow/Rock/Hip-Hop
2026-02-03T09:46:00Z,Weird Fishes/Arpeggi,Radiohead,210179,Mellow/Rock/Hip-Hop
2026-02-03T14:09:00Z,Everything In Its Right Place,Radiohead,174435,Mellow/Rock/Hip-Hop
2026-02-03T17:45:00Z,Everything In Its Right Place,Radiohead,166712,Mellow/Rock/Hip-Hop
2026-02-03T18:29:00Z,Fake Empire,The National,217937,Mellow/Rock/Hip-Hop
2026-02-03T18:34:00Z,Weird Fishes/Arpeggi,Radiohead,163684,Mellow/Rock/Hip-Hop
2026-02-03T21:04:00Z,Namastute,Seedhe Maut,114404,Mellow/Rock/Hip-Hop
2026-02-03T22:09:00Z,Namastute,Seedhe Maut,160442,Mellow/Rock/Hip-Hop
2026-02-03T23:57:00Z,Fake Empire,The National,114962,Mellow/Rock/Hip-Hop
2026-02-04T08:06:00Z,Weird Fishes/Arpeggi,Radiohead,210476,Mellow/Rock/Hip-Hop
2026-02-04T11:36:00Z,Sheikh Chilli,Raftaar,217228,Mellow/Rock/Hip-Hop
2026-02-04T12:55:00Z,Fake Empire,The National,161832,Mellow/Rock/Hip-Hop
2026-02-04T13:44:00Z,Namastute,Seedhe Maut,124580,Mellow/Rock/Hip-Hop
2026-02-04T15:05:00Z,Losing It,Fisher,187476,EDM/Dance
2026-02-04T15:20:00Z,Suno,Prabh Deep,164342,Mellow/Rock/Hip-Hop
2026-02-04T19:13:00Z,Nude,Radiohead,202628,Mellow/Rock/Hip-Hop
2026-02-04T21:29:00Z,Line Of Sight,ODESZA,90177,EDM/Dance
2026-02-05T09:14:00Z,Suno,Prabh Deep,190419,Mellow/Rock/Hip-Hop
2026-02-05T09:33:00Z,Everything In Its Right Place,Radiohead,237663,Mellow/Rock/Hip-Hop
2026-02-05T10:00:00Z,Nude,Radiohead,145947,Mellow/Rock/Hip-Hop
2026-02-05T10:20:00Z,Beautiful Creatures,Illenium,186354,EDM/Dance
2026-02-05T10:55:00Z,Losing It,Fisher,200707,EDM/Dance
2026-02-05T14:33:00Z,Everything In Its Right Place,Radiohead,206671,Mellow/Rock/Hip-Hop
2026-02-05T16:46:00Z,Namastute,Seedhe Maut,151379,Mellow/Rock/Hip-Hop
2026-02-05T19:49:00Z,Everything In Its Right Place,Radiohead,124903,Mellow/Rock/Hip-Hop
2026-02-06T11:48:00Z,Beautiful Creatures,Illenium,122284,EDM/Dance
2026-02-06T13:40:00Z,Mumbai 10,Divine,129681,Mellow/Rock/Hip-Hop
